Annual Total,April,August,December,District,February,January,July,June,March,May,November,October,September,State,Year,_id
712.4,10.5,207.3,38.2,Gwalior,44.4,49.7,198.3,21.1,5.8,1.4,0.0,0.1,135.6,Madhya Pradesh,2014,5b0558d45cfe9b8414e393a2
"",,149.9,,Darbhanga,,,368.1,96.3,,,,28.1,306.0,Bihar,2006,5b0558d45cfe9b8414e397d3
"",0.0,359.4,0.0,Harda,,,351.8,100.8,0.0,0.0,0.0,58.4,19.2,Madhya Pradesh,2004,5b0558d45cfe9b8414e393a3
"",,457.7,,Darbhanga,15.0,0.0,559.9,18.5,,,,82.3,559.6,Bihar,2007,5b0558d45cfe9b8414e397d4
"",,113.4,0.0,Harda,,,404.0,91.8,0.0,0.0,0.0,0.0,193.9,Madhya Pradesh,2005,5b0558d45cfe9b8414e393a4
"",,197.8,,Darbhanga,,,489.4,100.8,,,,26.2,133.5,Bihar,2008,5b0558d45cfe9b8414e397d5
"",,382.3,,Darbhanga,0.2,,351.8,2.6,,,,29.9,77.6,Bihar,2009,5b0558d45cfe9b8414e397d6
"",,248.9,,Darbhanga,,,283.9,117.6,,,,22.6,115.5,Bihar,2010,5b0558d45cfe9b8414e397d7
1010.5,0.0,389.3,0.0,Harda,0.0,0.0,324.9,27.4,50.6,0.0,14.8,0.0,203.5,Madhya Pradesh,2006,5b0558d45cfe9b8414e393a5
"",19.7,210.6,0.0,Darbhanga,10.1,,312.5,155.9,26.3,136.7,0.5,13.4,376.7,Bihar,2011,5b0558d45cfe9b8414e397d8
1140.6,0.0,286.2,0.0,Harda,0.0,0.0,598.1,110.6,0.0,0.0,0.0,0.0,145.7,Madhya Pradesh,2007,5b0558d45cfe9b8414e393a6
"",12.3,206.4,,Darbhanga,0.0,15.0,404.0,76.1,6.5,38.2,,42.3,255.0,Bihar,2012,5b0558d45cfe9b8414e397d9
612.4,0.0,254.8,0.0,Harda,0.0,0.0,167.3,103.6,0.0,0.0,0.0,2.3,84.4,Madhya Pradesh,2008,5b0558d45cfe9b8414e393a7
1133.4,0.0,153.1,10.3,Harda,0.0,0.0,683.4,55.2,0.0,0.0,51.9,72.4,107.1,Madhya Pradesh,2009,5b0558d45cfe9b8414e393a8
981.9,0.0,313.7,0.0,Harda,8.8,0.0,404.9,37.0,0.0,0.0,25.2,34.5,157.8,Madhya Pradesh,2010,5b0558d45cfe9b8414e393a9
1044.6,0.9,464.2,0.0,Harda,0.0,0.0,197.8,203.3,0.0,11.0,0.0,0.0,167.4,Madhya Pradesh,2011,5b0558d45cfe9b8414e393aa
1589.9,0.0,388.7,0.0,Harda,0.0,1.1,867.4,74.5,0.0,0.0,0.0,6.6,251.6,Madhya Pradesh,2012,5b0558d45cfe9b8414e393ab
1837.6,0.3,538.8,0.0,Harda,49.5,6.8,715.9,298.2,0.1,0.0,0.0,87.7,140.3,Madhya Pradesh,2013,5b0558d45cfe9b8414e393ac
1173.2,0.0,96.7,11.1,Harda,28.2,9.5,626.3,0.3,0.0,0.0,1.7,0.0,399.4,Madhya Pradesh,2014,5b0558d45cfe9b8414e393ad
1276.7,0.6,679.3,0.0,Hoshangabad,0.0,40.0,396.4,58.3,0.0,32.4,0.8,16.5,52.4,Madhya Pradesh,2004,5b0558d45cfe9b8414e393ae
2195.8,0.0,838.0,2.2,Navsari,0.0,0.0,783.2,134.2,0.0,0.0,0.0,9.4,428.8,Gujarat,2008,5b0558d45cfe9b8414e393af
1486.4,0.0,162.6,0.0,Navsari,0.0,0.0,983.4,30.6,0.0,0.0,34.4,71.6,203.8,Gujarat,2009,5b0558d45cfe9b8414e393b0
1982.0,0.0,677.8,0.0,Navsari,0.0,0.0,553.6,156.0,0.0,0.0,30.8,23.4,540.4,Gujarat,2010,5b0558d45cfe9b8414e393b1
2567.0,30.2,336.1,2.2,North and Middle Andaman,109.0,59.1,313.9,456.6,26.0,546.8,177.3,239.0,270.8,Andaman and Nicobar Islands,2004,5b0558d35cfe9b8414e38cfa
2831.8,36.7,337.6,215.8,North and Middle Andaman,0.0,2.7,400.5,482.7,3.6,220.0,296.6,329.2,506.4,Andaman and Nicobar Islands,2005,5b0558d35cfe9b8414e38cfb
2401.6,133.6,243.4,66.5,North and Middle Andaman,0.4,6.9,200.5,374.1,14.0,336.1,57.1,369.4,599.6,Andaman and Nicobar Islands,2006,5b0558d35cfe9b8414e38cfc
2732.0,56.8,455.0,34.2,North and Middle Andaman,0.0,0.0,469.2,390.7,0.0,338.4,199.4,241.7,546.6,Andaman and Nicobar Islands,2007,5b0558d35cfe9b8414e38cfd
3613.7,194.7,498.9,47.4,North and Middle Andaman,67.7,11.8,595.6,503.9,97.3,650.4,303.1,243.1,399.8,Andaman and Nicobar Islands,2008,5b0558d35cfe9b8414e38cfe
2837.8,131.9,447.6,64.5,North and Middle Andaman,0.0,0.0,345.5,758.2,23.8,274.4,51.2,319.6,421.1,Andaman and Nicobar Islands,2009,5b0558d35cfe9b8414e38cff
3365.9,5.0,788.5,137.2,North and Middle Andaman,0.0,103.5,597.1,394.5,0.0,408.1,94.7,544.8,292.5,Andaman and Nicobar Islands,2010,5b0558d35cfe9b8414e38d00
4498.5,40.0,815.7,215.7,North and Middle Andaman,41.7,153.1,759.0,461.4,262.3,341.1,89.5,150.0,1169.0,Andaman and Nicobar Islands,2011,5b0558d35cfe9b8414e38d01
4062.1,38.0,522.0,119.3,North and Middle Andaman,18.5,27.5,360.3,777.0,0.0,602.5,246.1,265.9,1085.0,Andaman and Nicobar Islands,2012,5b0558d35cfe9b8414e38d02
4728.6,70.0,447.7,41.2,North and Middle Andaman,2.0,7.0,651.1,1014.1,34.9,586.4,548.9,727.4,597.9,Andaman and Nicobar Islands,2013,5b0558d35cfe9b8414e38d03
2827.6,4.8,446.5,70.6,North and Middle Andaman,0.6,0.0,577.7,542.8,0.0,121.4,173.4,465.9,423.9,Andaman and Nicobar Islands,2014,5b0558d35cfe9b8414e38d04
"",,,,South Andaman,,,,,,,,,,Andaman and Nicobar Islands,2004,5b0558d35cfe9b8414e38d05
"",,,,South Andaman,,,,,,,,,,Andaman and Nicobar Islands,2005,5b0558d35cfe9b8414e38d06
"",,,,South Andaman,,,,,,,,,,Andaman and Nicobar Islands,2006,5b0558d35cfe9b8414e38d07
"",,,,South Andaman,,,,,,,,,,Andaman and Nicobar Islands,2007,5b0558d35cfe9b8414e38d08
"",,,,South Andaman,,,,,,,,,,Andaman and Nicobar Islands,2008,5b0558d35cfe9b8414e38d09
"",,,,South Andaman,,,,,,,,,,Andaman and Nicobar Islands,2009,5b0558d35cfe9b8414e38d0a
4872.0,11.6,432.5,319.6,South Andaman,,,489.1,437.8,0.0,252.6,298.7,376.4,243.7,Andaman and Nicobar Islands,2010,5b0558d35cfe9b8414e38d0b
5571.1,85.1,385.5,215.2,South Andaman,75.5,236.7,517.7,414.6,374.2,339.8,109.0,208.8,598.0,Andaman and Nicobar Islands,2011,5b0558d35cfe9b8414e38d0c
5290.2,45.6,332.8,203.2,South Andaman,72.1,103.3,287.0,316.6,16.4,508.4,293.8,202.3,896.7,Andaman and Nicobar Islands,2012,5b0558d35cfe9b8414e38d0d
5178.6,27.0,285.2,103.6,South Andaman,31.6,44.7,586.2,586.3,15.8,573.8,247.0,250.9,413.5,Andaman and Nicobar Islands,2013,5b0558d35cfe9b8414e38d0e
4514.9,3.2,247.5,31.6,South Andaman,3.7,4.2,513.6,365.1,0.0,272.4,192.7,415.5,451.4,Andaman and Nicobar Islands,2014,5b0558d35cfe9b8414e38d0f
2330.1,83.4,206.2,102.5,Nicobar,113.4,25.5,293.7,324.9,93.5,390.9,164.7,207.8,323.6,Andaman and Nicobar Islands,2004,5b0558d35cfe9b8414e38d10
2521.5,66.8,174.2,528.3,Nicobar,0.0,75.5,166.9,430.1,83.6,262.8,323.4,226.0,183.9,Andaman and Nicobar Islands,2005,5b0558d35cfe9b8414e38d11
2608.9,305.5,137.1,103.4,Nicobar,61.6,49.4,141.4,344.3,169.2,364.7,144.0,409.8,378.5,Andaman and Nicobar Islands,2006,5b0558d35cfe9b8414e38d12
2394.7,51.1,347.6,123.7,Nicobar,7.0,21.5,180.8,343.7,60.4,433.8,315.1,232.8,277.2,Andaman and Nicobar Islands,2007,5b0558d35cfe9b8414e38d13
2365.7,235.9,302.6,161.3,Nicobar,14.0,33.2,214.3,282.3,182.3,187.0,404.1,252.3,96.4,Andaman and Nicobar Islands,2008,5b0558d35cfe9b8414e38d14
1837.4,161.1,169.1,142.0,Nicobar,27.9,67.9,152.7,139.0,86.6,465.2,138.4,122.6,164.9,Andaman and Nicobar Islands,2009,5b0558d35cfe9b8414e38d15
3054.9,28.3,318.9,355.7,Nicobar,26.0,79.8,442.9,502.0,1.7,232.5,583.2,249.1,234.8,Andaman and Nicobar Islands,2010,5b0558d35cfe9b8414e38d16
3102.0,158.6,184.8,350.9,Nicobar,163.1,322.2,346.4,348.8,270.5,187.9,218.2,203.0,347.6,Andaman and Nicobar Islands,2011,5b0558d35cfe9b8414e38d17
2935.7,115.8,205.5,272.9,Nicobar,50.8,328.0,325.8,145.2,103.3,472.3,282.9,114.4,518.8,Andaman and Nicobar Islands,2012,5b0558d35cfe9b8414e38d18
3001.6,35.7,224.1,164.4,Nicobar,110.4,209.5,377.9,666.7,101.2,268.7,183.9,307.9,351.2,Andaman and Nicobar Islands,2013,5b0558d35cfe9b8414e38d19
2456.7,35.1,220.9,264.3,Nicobar,30.5,176.9,198.6,276.9,0.0,388.1,264.2,269.9,331.3,Andaman and Nicobar Islands,2014,5b0558d35cfe9b8414e38d1a
886.9,3.8,138.1,0.0,Krishna,2.2,21.5,203.3,111.7,0.3,102.0,7.3,143.3,153.4,Andhra Pradesh,2004,5b0558d35cfe9b8414e38d1b
1159.5,5.6,100.3,2.8,Krishna,4.0,1.1,291.4,63.7,1.4,64.3,21.6,259.7,343.6,Andhra Pradesh,2005,5b0558d35cfe9b8414e38d1c
1267.3,57.2,168.0,0.0,Krishna,0.0,0.0,75.9,132.1,68.5,54.6,101.8,386.0,223.2,Andhra Pradesh,2006,5b0558d35cfe9b8414e38d1d
979.9,8.1,178.9,1.0,Krishna,7.1,0.0,170.3,213.6,0.0,10.6,14.6,155.1,220.6,Andhra Pradesh,2007,5b0558d35cfe9b8414e38d1e
1303.9,1.5,417.0,0.3,Krishna,64.6,1.0,241.9,146.9,107.4,2.3,150.1,53.0,117.9,Andhra Pradesh,2008,5b0558d35cfe9b8414e38d1f
736.1,0.0,175.7,1.7,Krishna,0.0,0.0,87.2,36.1,0.8,105.1,99.1,75.6,154.8,Andhra Pradesh,2009,5b0558d35cfe9b8414e38d20
1805.2,20.1,296.2,92.5,Krishna,0.0,16.6,373.1,131.7,0.0,202.3,152.8,201.8,318.1,Andhra Pradesh,2010,5b0558d35cfe9b8414e38d21
864.5,41.5,226.5,2.6,Krishna,23.6,0.0,303.5,112.8,0.0,49.3,18.7,38.8,47.2,Andhra Pradesh,2011,5b0558d35cfe9b8414e38d22
1509.6,10.7,301.3,0.0,Krishna,0.0,69.6,264.5,142.9,2.1,66.5,250.2,185.4,216.4,Andhra Pradesh,2012,5b0558d35cfe9b8414e38d23
1317.3,53.6,152.7,4.6,Krishna,76.7,0.6,249.0,148.0,0.0,27.5,84.2,376.8,143.6,Andhra Pradesh,2013,5b0558d35cfe9b8414e38d24
622.9,0.0,99.2,6.9,Krishna,3.0,0.0,143.3,24.3,0.0,89.1,32.6,115.2,109.3,Andhra Pradesh,2014,5b0558d35cfe9b8414e38d25
643.5,52.7,41.4,0.0,Kurnool,0.3,4.6,127.5,45.3,6.7,91.0,3.9,97.5,172.6,Andhra Pradesh,2004,5b0558d35cfe9b8414e38d26
838.2,27.1,106.2,1.5,Kurnool,4.0,2.3,153.5,47.7,6.1,41.0,5.9,270.9,172.0,Andhra Pradesh,2005,5b0558d35cfe9b8414e38d27
600.8,7.4,42.2,0.4,Kurnool,0.0,0.0,71.9,127.6,25.8,71.7,60.0,24.0,169.8,Andhra Pradesh,2006,5b0558d35cfe9b8414e38d28
1082.2,17.5,184.0,0.0,Kurnool,3.0,0.0,72.4,432.6,0.0,47.4,19.4,55.4,250.5,Andhra Pradesh,2007,5b0558d35cfe9b8414e38d29
708.6,0.1,137.0,1.1,Kurnool,12.8,0.0,100.7,42.2,99.5,34.5,61.3,90.1,129.3,Andhra Pradesh,2008,5b0558d35cfe9b8414e38d2a
767.9,0.0,88.5,3.4,Kurnool,0.0,0.1,24.7,88.6,12.8,67.5,57.8,197.2,227.3,Andhra Pradesh,2009,5b0558d35cfe9b8414e38d2b
823.2,18.8,208.5,11.4,Kurnool,0.0,4.1,194.0,91.7,0.0,41.4,48.2,80.6,124.5,Andhra Pradesh,2010,5b0558d35cfe9b8414e38d2c
482.1,9.2,145.1,0.0,Kurnool,3.7,0.0,117.8,58.4,0.0,37.0,17.1,58.9,34.9,Andhra Pradesh,2011,5b0558d35cfe9b8414e38d2d
609.3,35.5,151.2,1.7,Kurnool,0.0,5.6,141.8,32.6,3.2,34.4,46.6,60.4,96.3,Andhra Pradesh,2012,5b0558d35cfe9b8414e38d2e
703.4,29.0,115.8,0.0,Kurnool,12.6,0.0,129.0,57.4,4.6,48.7,1.6,121.2,183.5,Andhra Pradesh,2013,5b0558d35cfe9b8414e38d2f
628.9,7.7,153.4,1.7,Kurnool,1.1,0.0,114.4,83.2,19.7,48.9,23.3,80.4,95.1,Andhra Pradesh,2014,5b0558d35cfe9b8414e38d30
1163.4,13.8,22.5,0.0,Nellore,0.0,0.7,110.4,19.1,5.9,204.8,204.5,380.3,201.4,Andhra Pradesh,2004,5b0558d35cfe9b8414e38d31
1550.5,23.2,78.2,199.8,Nellore,18.2,3.4,75.1,39.7,9.7,63.7,362.9,604.8,71.8,Andhra Pradesh,2005,5b0558d35cfe9b8414e38d32
862.7,14.6,43.1,57.3,Nellore,0.0,2.2,27.4,67.3,30.0,27.4,290.0,217.6,85.8,Andhra Pradesh,2006,5b0558d35cfe9b8414e38d33
1285.8,15.3,180.9,95.6,Nellore,13.0,0.0,92.4,138.1,0.0,21.6,78.0,556.7,94.2,Andhra Pradesh,2007,5b0558d35cfe9b8414e38d34
1102.3,0.0,123.4,9.2,Nellore,47.0,22.3,80.6,20.3,57.2,2.1,422.2,262.6,55.4,Andhra Pradesh,2008,5b0558d35cfe9b8414e38d35
905.6,0.0,111.6,109.6,Nellore,0.0,0.1,40.3,33.2,0.1,28.5,465.7,49.6,66.9,Andhra Pradesh,2009,5b0558d35cfe9b8414e38d36
1416.2,17.8,203.7,154.7,Nellore,0.0,4.9,116.3,112.5,0.0,108.3,343.9,244.7,109.4,Andhra Pradesh,2010,5b0558d35cfe9b8414e38d37
1079.0,33.3,161.9,64.9,Nellore,38.5,9.4,59.8,58.0,0.0,6.8,320.0,254.5,71.9,Andhra Pradesh,2011,5b0558d35cfe9b8414e38d38
911.0,16.8,84.2,190.6,Nellore,0.0,47.9,116.2,30.9,0.0,18.4,141.3,184.7,80.0,Andhra Pradesh,2012,5b0558d35cfe9b8414e38d39
300.1,0.0,158.9,0.0,Kutch,0.0,0.1,17.3,69.6,0.0,3.9,0.0,16.9,33.4,Gujarat,2004,5b0558d45cfe9b8414e3928a
386.5,0.0,24.0,0.0,Kutch,0.0,0.0,123.8,84.9,0.0,0.1,0.0,0.0,153.7,Gujarat,2005,5b0558d45cfe9b8414e3928b
560.9,0.0,241.5,1.4,Kutch,0.0,0.0,266.5,17.8,2.8,0.0,0.0,0.0,30.9,Gujarat,2006,5b0558d45cfe9b8414e3928c
563.9,0.0,311.2,0.0,Kutch,2.2,0.0,111.8,87.9,0.2,0.0,0.0,0.1,50.5,Gujarat,2007,5b0558d45cfe9b8414e3928d
314.4,0.0,84.0,14.6,Kutch,0.1,0.1,38.0,63.2,0.0,0.0,1.1,0.1,113.2,Gujarat,2008,5b0558d45cfe9b8414e3928e
497.9,0.0,124.6,0.0,Kutch,0.0,0.0,323.5,42.4,0.0,0.0,0.1,0.9,6.4,Gujarat,2009,5b0558d45cfe9b8414e3928f
887.8,0.0,283.0,0.0,Kutch,0.0,0.3,344.3,52.7,0.0,0.0,54.2,0.0,153.3,Gujarat,2010,5b0558d45cfe9b8414e39290
642.0,0.0,312.5,0.0,Kutch,4.5,0.0,77.3,1.2,0.0,0.0,0.2,2.3,244.0,Gujarat,2011,5b0558d45cfe9b8414e39291
253.4,0.3,12.7,2.2,Kutch,0.0,0.0,6.3,3.1,0.0,0.0,0.0,0.0,228.8,Gujarat,2012,5b0558d45cfe9b8414e39292
652.1,4.1,86.6,0.0,Kutch,0.3,4.1,147.2,69.8,0.2,0.0,0.0,12.9,326.9,Gujarat,2013,5b0558d45cfe9b8414e39293
290.8,0.0,100.5,0.0,Kutch,0.0,0.0,101.5,2.7,0.0,2.1,0.6,2.2,81.2,Gujarat,2014,5b0558d45cfe9b8414e39294
617.1,0.0,328.3,0.0,Mehsana,0.0,0.0,99.9,123.8,0.0,6.2,0.0,21.5,37.4,Gujarat,2004,5b0558d45cfe9b8414e39295
1390.9,0.0,363.6,0.0,Mehsana,0.0,0.0,510.5,172.3,0.0,0.0,0.0,0.0,344.5,Gujarat,2005,5b0558d45cfe9b8414e39296
1417.6,0.0,803.0,0.0,Mehsana,0.0,0.0,352.6,111.4,0.2,0.0,0.0,0.4,150.0,Gujarat,2006,5b0558d45cfe9b8414e39297
1099.6,0.0,335.5,0.0,Mehsana,0.0,0.0,661.2,38.4,0.0,0.0,0.0,0.0,64.5,Gujarat,2007,5b0558d45cfe9b8414e39298
607.4,5.0,329.9,7.7,Mehsana,0.0,0.0,140.6,47.4,0.0,0.0,0.0,3.2,73.6,Gujarat,2008,5b0558d45cfe9b8414e39299
448.3,0.0,152.2,0.0,Mehsana,0.0,0.0,284.7,1.3,0.0,0.0,0.0,0.5,9.6,Gujarat,2009,5b0558d45cfe9b8414e3929a
823.8,0.0,281.4,0.1,Mehsana,0.0,0.0,345.3,62.1,0.0,0.0,37.4,0.0,97.5,Gujarat,2010,5b0558d45cfe9b8414e3929b
748.5,0.0,385.7,0.0,Mehsana,0.0,0.0,184.8,0.2,0.0,0.0,0.0,0.0,177.8,Gujarat,2011,5b0558d45cfe9b8414e3929c
456.7,0.0,126.7,0.0,Mehsana,0.0,2.0,114.2,26.5,0.0,0.0,0.0,0.0,187.3,Gujarat,2012,5b0558d45cfe9b8414e3929d
904.9,2.3,138.9,0.0,Mehsana,1.4,0.0,455.1,109.9,0.0,0.0,0.0,70.0,127.3,Gujarat,2013,5b0558d45cfe9b8414e3929e
768.9,0.0,119.4,0.0,Mehsana,0.0,0.0,290.0,5.7,0.0,2.1,0.0,0.2,351.5,Gujarat,2014,5b0558d45cfe9b8414e3929f
1074.0,0.0,546.4,0.0,Narmada,0.0,0.0,302.8,142.1,0.0,0.0,0.0,17.8,64.9,Gujarat,2004,5b0558d45cfe9b8414e392a0
1154.0,0.0,243.7,0.0,Narmada,0.0,0.0,285.9,362.1,0.0,0.0,0.0,0.0,262.3,Gujarat,2005,5b0558d45cfe9b8414e392a1
1200.9,57.5,257.6,0.1,Hassan,39.5,0.0,193.4,132.0,152.0,87.8,24.6,145.9,110.5,Karnataka,2008,5b0558d45cfe9b8414e3954a
1151.2,50.8,165.4,44.1,Hassan,0.0,0.0,314.4,69.3,23.9,97.3,56.9,57.9,271.2,Karnataka,2009,5b0558d45cfe9b8414e3954b
1292.4,94.6,178.2,1.9,Hassan,0.0,16.6,172.0,106.2,7.5,128.4,211.2,206.9,168.9,Karnataka,2010,5b0558d45cfe9b8414e3954c
963.8,84.8,111.6,2.1,Hassan,7.2,0.0,133.6,123.7,17.1,129.4,100.5,187.8,66.0,Karnataka,2011,5b0558d45cfe9b8414e3954d
658.4,149.6,167.6,3.6,Hassan,0.3,0.0,81.0,39.6,1.2,51.5,48.4,33.9,81.7,Karnataka,2012,5b0558d45cfe9b8414e3954e
995.8,37.3,122.5,10.2,Hassan,15.1,0.4,242.9,155.8,30.1,99.2,28.1,82.3,171.9,Karnataka,2013,5b0558d45cfe9b8414e3954f
1049.9,78.1,160.9,15.4,Hassan,0.3,0.0,220.5,70.4,14.2,148.5,9.4,137.2,195.0,Karnataka,2014,5b0558d45cfe9b8414e39550
707.4,87.7,170.0,0.0,Haveri,0.0,0.0,66.4,105.4,6.3,136.7,10.8,33.8,90.3,Karnataka,2004,5b0558d45cfe9b8414e39551
935.0,82.6,136.9,0.0,Haveri,0.2,3.5,317.7,112.2,0.0,52.6,4.0,124.4,100.9,Karnataka,2005,5b0558d45cfe9b8414e39552
707.3,1.8,123.4,0.0,Haveri,0.0,0.0,146.5,147.7,6.6,113.4,68.3,16.4,83.2,Karnataka,2006,5b0558d45cfe9b8414e39553
919.9,27.3,200.4,1.0,Haveri,0.0,0.0,195.2,149.1,1.9,72.0,18.6,107.1,147.3,Karnataka,2007,5b0558d45cfe9b8414e39554
732.4,30.7,170.9,0.3,Haveri,0.6,0.0,82.5,105.2,109.3,77.0,24.6,64.6,66.7,Karnataka,2008,5b0558d45cfe9b8414e39555
924.3,9.6,97.6,40.6,Haveri,0.0,0.0,284.1,65.8,19.5,60.9,54.1,107.8,184.3,Karnataka,2009,5b0558d45cfe9b8414e39556
977.9,44.7,154.5,1.0,Haveri,0.4,7.8,168.9,121.3,5.1,72.6,162.6,118.8,120.2,Karnataka,2010,5b0558d45cfe9b8414e39557
775.7,109.9,117.6,0.0,Haveri,1.5,0.0,135.0,128.4,0.0,54.1,17.2,132.2,79.8,Karnataka,2011,5b0558d45cfe9b8414e39558
617.5,124.6,91.4,0.0,Haveri,0.0,0.0,83.6,46.2,0.0,42.6,108.4,53.2,67.5,Karnataka,2012,5b0558d45cfe9b8414e39559
778.1,45.9,91.3,0.0,Haveri,6.0,16.3,214.2,125.4,3.6,60.9,1.7,69.8,143.0,Karnataka,2013,5b0558d45cfe9b8414e3955a
1077.4,69.0,236.6,13.1,Haveri,2.1,0.0,259.3,77.9,6.8,126.1,45.8,144.7,96.0,Karnataka,2014,5b0558d45cfe9b8414e3955b
2429.2,122.0,596.6,0.0,Kodagu,0.0,0.0,386.0,636.8,25.1,318.5,66.3,179.5,98.4,Karnataka,2004,5b0558d45cfe9b8414e3955c
3047.4,154.7,651.3,7.2,Kodagu,0.3,7.7,1030.0,449.8,2.9,77.4,66.9,205.4,393.8,Karnataka,2005,5b0558d45cfe9b8414e3955d
3040.9,47.3,489.8,1.9,Kodagu,0.0,0.1,825.0,545.5,61.9,513.1,91.3,161.5,303.5,Karnataka,2006,5b0558d45cfe9b8414e3955e
3760.1,37.0,884.7,4.0,Kodagu,0.0,0.0,1276.2,826.0,5.6,53.6,54.4,176.0,442.6,Karnataka,2007,5b0558d45cfe9b8414e3955f
2386.8,33.4,577.4,1.9,Kodagu,19.5,0.0,575.6,513.2,177.7,60.2,10.1,195.4,222.4,Karnataka,2008,5b0558d45cfe9b8414e39560
2744.4,46.4,271.3,82.3,Kodagu,0.0,0.0,1318.1,219.1,88.2,74.3,161.2,145.7,337.8,Karnataka,2009,5b0558d45cfe9b8414e39561
2316.1,91.2,398.2,11.1,Kodagu,0.9,12.4,619.2,325.1,11.5,109.2,251.6,221.8,263.9,Karnataka,2010,5b0558d45cfe9b8414e39562
2747.0,138.5,497.4,0.2,Kodagu,22.2,0.7,625.5,723.7,13.2,107.5,94.8,220.3,303.0,Karnataka,2011,5b0558d45cfe9b8414e39563
1807.7,154.9,531.0,8.6,Kodagu,2.2,0.5,363.7,273.3,7.2,34.6,94.9,98.2,238.6,Karnataka,2012,5b0558d45cfe9b8414e39564
3031.3,20.1,488.8,2.5,Kodagu,22.5,0.0,1169.7,711.0,84.3,105.6,28.2,159.7,238.9,Karnataka,2013,5b0558d45cfe9b8414e39565
2630.0,83.3,589.6,24.7,Kodagu,0.6,3.3,945.8,282.6,7.1,210.0,20.6,108.2,354.2,Karnataka,2014,5b0558d45cfe9b8414e39566
773.5,31.4,37.7,0.0,Kolar,4.6,0.1,158.7,36.6,11.9,175.8,29.7,118.7,168.3,Karnataka,2004,5b0558d45cfe9b8414e39567
1214.6,82.8,142.4,16.6,Kolar,16.5,1.4,115.6,105.4,10.6,84.2,121.7,297.6,219.8,Karnataka,2005,5b0558d45cfe9b8414e39568
595.8,11.0,71.7,6.8,Kolar,0.0,0.0,27.2,138.8,39.8,73.3,86.5,68.4,72.3,Karnataka,2006,5b0558d45cfe9b8414e39569
840.0,27.5,143.3,49.8,Kolar,0.6,0.0,112.6,77.3,0.0,118.6,24.6,120.1,165.6,Karnataka,2007,5b0558d45cfe9b8414e3956a
886.1,0.4,126.2,2.1,Kolar,14.7,0.0,147.8,40.6,90.4,112.4,37.7,121.2,192.6,Karnataka,2008,5b0558d45cfe9b8414e3956b
646.8,14.4,120.6,9.8,Kolar,0.0,0.1,18.0,78.9,9.9,67.2,66.5,32.6,228.8,Karnataka,2009,5b0558d45cfe9b8414e3956c
920.9,67.8,76.3,16.0,Kolar,1.0,0.6,143.1,147.4,0.0,139.6,178.6,40.8,109.7,Karnataka,2010,5b0558d45cfe9b8414e3956d
734.4,88.0,133.9,11.4,Kolar,21.1,0.0,120.0,45.2,0.0,69.3,48.6,146.5,50.4,Karnataka,2011,5b0558d45cfe9b8414e3956e
1275.7,1.3,150.0,18.0,Khandwa,34.0,6.7,615.0,8.3,16.4,0.0,27.0,0.0,399.0,Madhya Pradesh,2014,5b0558d45cfe9b8414e3956f
759.5,0.0,349.0,0.0,Khargone,0.0,0.0,199.0,64.3,0.0,35.0,0.0,77.1,35.1,Madhya Pradesh,2004,5b0558d45cfe9b8414e39570
530.8,0.0,84.8,0.0,Khargone,0.0,0.0,197.3,107.6,0.0,0.0,0.0,0.0,141.1,Madhya Pradesh,2005,5b0558d45cfe9b8414e39571
"",,149.2,0.0,Darbhanga,,,157.7,130.6,,,0.0,210.7,136.8,Bihar,2013,5b0558d45cfe9b8414e397da
1146.2,0.0,363.3,0.0,Darbhanga,37.7,14.9,260.5,176.9,4.6,84.3,0.0,117.2,86.8,Bihar,2014,5b0558d45cfe9b8414e397db
1425.2,8.0,216.2,0.0,East Champaran,0.0,34.0,734.9,366.5,0.0,0.0,0.0,6.3,59.3,Bihar,2004,5b0558d45cfe9b8414e397dc
"",,533.6,0.0,East Champaran,1.2,,299.9,62.2,1.1,24.0,0.0,124.0,42.5,Bihar,2005,5b0558d45cfe9b8414e397dd
964.9,0.0,151.1,0.0,East Champaran,0.0,0.0,202.7,197.9,2.5,22.6,0.0,8.5,379.6,Bihar,2006,5b0558d45cfe9b8414e397de
"",,694.3,0.0,East Champaran,0.0,0.0,575.1,224.6,,,,26.7,345.4,Bihar,2007,5b0558d45cfe9b8414e397df
"",0.0,316.1,1.0,East Champaran,,,463.4,460.3,,158.5,0.0,24.2,157.3,Bihar,2008,5b0558d45cfe9b8414e397e0
"",0.0,429.9,0.0,East Champaran,,0.0,310.5,42.8,1.2,187.7,0.0,35.2,86.9,Bihar,2009,5b0558d45cfe9b8414e397e1
"",8.8,299.9,0.7,East Champaran,,0.0,333.9,64.1,0.0,226.8,0.0,83.4,154.6,Bihar,2010,5b0558d45cfe9b8414e397e2
1399.4,9.3,231.9,0.0,East Champaran,14.8,1.5,420.6,186.9,13.1,140.0,6.0,4.7,370.6,Bihar,2011,5b0558d45cfe9b8414e397e3
1013.5,9.8,185.8,0.0,East Champaran,2.1,18.7,422.2,86.8,7.0,19.0,0.0,8.3,253.8,Bihar,2012,5b0558d45cfe9b8414e397e4
1157.0,19.3,202.7,0.0,East Champaran,32.4,14.2,200.1,187.3,0.1,150.0,0.0,227.5,123.4,Bihar,2013,5b0558d45cfe9b8414e397e5
